d_ped_init,v_ped,v_ego,d_rear_init,v_rear,ped_risk,rear_risk
6.136231688814797,4.0,7.000000000000001,11.013074611523269,7.000000000000001,0.6352266130447757,1.0
6.38377543930685,4.0,7.0,11.027562225677947,7.0,0.6324073267765152,1.0
6.16066131060224,4.0,7.0,11.589001370164134,7.0,0.626352015680159,1.0
6.408205061094294,4.0,7.000000000000001,11.603488984318812,7.000000000000001,0.6138434615997832,1.0
7.4565866749793805,4.0,7.0,10.441804185454917,7.0,0.1756934619572847,1.0
9.096588337576982,4.0,7.000000000000001,8.681538004996668,7.0,0.1460185146702285,1.0
8.198057181393025,4.0,7.0,10.080524379464318,7.0,0.11445607214635514,1.0
9.519257648850735,4.0,7.0,14.908806417504124,7.0,0.08086832628848603,1.0
8.411269445694659,4.0,7.0,14.014442384446916,7.0,0.07380030097264549,1.0
9.64484674488434,4.0,7.0,14.553613572634873,7.0,0.06758839059167361,1.0
9.971882041430357,4.0,7.0,10.454378963623029,7.000000000000001,0.062285364950256904,1.0
9.902748242312443,4.0,7.0,13.528921767297287,7.0,0.060480490543055924,1.0
7.957091086922212,4.0,7.0,10.492085350215508,7.0,0.058911023278309854,1.0
9.902748242312443,4.0,7.0,13.528921767297287,7.0,0.0584066326644998,1.0
7.957091086922212,4.0,7.0,10.492085350215508,7.0,0.05669179304780811,1.0
8.985115093897967,4.0,7.0,10.209808882442974,7.0,0.055888433292166674,1.0
8.564574878135456,4.0,7.0,11.336168218512125,7.0,0.055008924112877874,1.0
8.687005430512869,4.0,7.0,15.82073481256053,7.0,0.05369642374126542,1.0
10.644662342276881,4.0,7.0,11.609700524876695,7.0,0.05310220352301417,1.0
9.330596904517797,4.0,7.0,15.178980385876734,7.0,0.05266773388350859,1.0
11.1943575990532,4.0,7.0,12.444944965752622,7.0,0.05076243257992344,1.0
10.380015722255692,4.0,7.0,11.443807358704417,7.0,0.050476230214119455,1.0
8.694930954755284,4.0,7.000000000000001,15.190591515545439,7.0,0.0499991375016554,1.0
8.079629337008209,4.0,7.0,10.08991406858108,7.0,0.049845851255391066,1.0
10.261587877870875,4.0,7.0,11.45319704782118,7.0,0.04600165820213575,1.0
9.195704869980865,4.0,7.0,9.502609902781694,7.0,0.04502979560009839,1.0
8.977189569655552,4.0,7.000000000000001,10.839952179458065,7.0,0.04119182135410746,1.0
9.048874011287044,4.0,7.0,8.390356395949892,7.0,0.03913425731916985,1.0
9.147990543690927,4.0,7.000000000000001,9.211428293734919,7.0,0.036988254617061095,1.0
11.710842732120438,4.0,7.0,14.853465289774268,7.0,0.0346994044747301,1.0
9.64484674488434,4.0,7.0,14.553613572634873,7.0,0.032930941933863665,1.0
11.710842732120438,4.0,7.0,14.853465289774268,7.0,0.03259912239901817,1.0
12.308729449609242,4.0,7.0,12.85981540184595,7.0,0.027540094178897013,1.0
11.1943575990532,4.0,7.0,12.444944965752622,7.0,0.02685898567886419,1.0
12.46322056969202,4.0,7.0,9.424578526764869,7.0,0.026641568893222684,1.0
12.308729449609242,4.0,7.0,12.85981540184595,7.0,0.02492655801590267,1.0
13.20411141370851,4.0,7.0,10.467199749758475,8.578251416368804,0.02348163903328912,1.0
10.003377205364322,4.0,7.0,16.3343019471304,7.000000000000001,0.0232772400397875,1.0
12.626587329175576,4.0,7.0,13.491474514986574,7.0,0.02294178337812592,1.0
12.845316227642735,4.0,7.0,9.235606656449596,7.0,0.02226124784003746,1.0
12.822305820205315,4.0,7.0,9.596951394220596,7.0,0.021777615202102554,1.0
12.634787866410832,4.0,7.0,12.2551493948644,7.0,0.02128683957174955,1.0
12.455020032456764,4.0,7.0,10.660903646887043,7.0,0.020387943931386796,1.0
12.641143560979936,3.961650438691711,7.0,13.047668164893862,7.0,0.019446060468986056,1.0
13.319097139587075,4.0,7.0,13.917916520431739,7.0,0.018722571792946466,0.6591066378732656
13.085673383599822,4.0,7.0,8.250199740766107,7.0,0.01750923447573848,1.0
13.539641217946368,4.0,7.0,15.456644134790494,7.0,0.01570102350828175,0.46753868757133976
14.619835784650054,4.0,7.000000000000001,7.1160306195853105,7.0,0.008321978887952528,1.0
14.283009970767054,4.0,7.0,12.591241742818664,7.0,0.010733918539942388,0.8901960136291842
13.005778403266104,4.0,7.0,14.126303499346756,7.0,0.014656585951227293,0.7175080788850802
